monsterId,monster,slug,traitIndex,trait,sourceTrait,declaredAutomation,ruleKind,battleImpact,status,issues,runtimeConsumers,directTests
"srd-5.1:ghost","幽灵","ghost","1","虚体移动","Incorporeal Movement","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:giant-badger","巨獾","giant-badger","0","敏锐嗅觉","Keen Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-bat","巨型蝙蝠","giant-bat","0","回声定位","Echolocation","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-bat","巨型蝙蝠","giant-bat","1","敏锐听觉","Keen Hearing","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-boar","巨型野猪","giant-boar","0","冲锋","Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:giant-boar","巨型野猪","giant-boar","1","坚韧不屈","Relentless","headless","relentless","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterHeadlessCoverage.test.ts | src/rulesets/dnd5e/monsterRelentless.test.ts | src/store/characterTokenPresentation.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:giant-crab","巨蟹","giant-crab","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-crocodile","巨型鳄鱼","giant-crocodile","0","屏息","Hold Breath","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-eagle","巨鹰","giant-eagle","0","敏锐视觉","Keen Sight","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-elk","巨鹿","giant-elk","0","冲锋","Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:giant-fire-beetle","巨型火甲虫","giant-fire-beetle","0","照明","Illumination","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-frog","巨蛙","giant-frog","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-frog","巨蛙","giant-frog","1","立定跳跃","Standing Leap","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-goat","巨型山羊","giant-goat","0","冲锋","Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:giant-goat","巨型山羊","giant-goat","1","稳步","Sure-Footed","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:giant-hyena","巨型鬣狗","giant-hyena","0","横冲直撞","Rampage","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:giant-octopus","巨型章鱼","giant-octopus","0","屏息","Hold Breath","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-octopus","巨型章鱼","giant-octopus","1","水下伪装","Underwater Camouflage","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-octopus","巨型章鱼","giant-octopus","2","水下呼吸","Water Breathing","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-owl","巨枭","giant-owl","0","掠飞","Flyby","headless","flyby","true","verified-full","","src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/flyingSnakeHeadless.test.ts | src/store/characterTokenPresentation.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:giant-owl","巨枭","giant-owl","1","敏锐听觉与视觉","Keen Hearing and Sight","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-rat","巨鼠","giant-rat","0","敏锐嗅觉","Keen Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-rat","巨鼠","giant-rat","1","集群战术","Pack Tactics","headless","pack-tactics","true","verified-full","","src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts"
"srd-5.1:giant-rat-diseased","染病巨鼠","giant-rat-diseased","0","敏锐嗅觉","Keen Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-rat-diseased","染病巨鼠","giant-rat-diseased","1","集群战术","Pack Tactics","headless","pack-tactics","true","verified-full","","src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts"
"srd-5.1:giant-sea-horse","巨型海马","giant-sea-horse","0","冲锋","Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:giant-sea-horse","巨型海马","giant-sea-horse","1","水下呼吸","Water Breathing","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-shark","巨鲨","giant-shark","0","嗜血狂暴","Blood Frenzy","headless","blood-frenzy","true","verified-full","","src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/monsterTriggeredAttackTraits.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:giant-shark","巨鲨","giant-shark","1","水下呼吸","Water Breathing","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-spider","巨型蜘蛛","giant-spider","0","蛛行","Spider Climb","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-spider","巨型蜘蛛","giant-spider","1","蛛网感知","Web Sense","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-spider","巨型蜘蛛","giant-spider","2","蛛网行者","Web Walker","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-toad","巨蟾蜍","giant-toad","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-toad","巨蟾蜍","giant-toad","1","立定跳跃","Standing Leap","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-vulture","巨型秃鹫","giant-vulture","0","敏锐视觉与嗅觉","Keen Sight and Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-vulture","巨型秃鹫","giant-vulture","1","集群战术","Pack Tactics","headless","pack-tactics","true","verified-full","","src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts"
"srd-5.1:giant-weasel","巨型鼬","giant-weasel","0","敏锐听觉与嗅觉","Keen Hearing and Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-wolf-spider","巨型狼蛛","giant-wolf-spider","0","蛛行","Spider Climb","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:giant-wolf-spider","巨型狼蛛","giant-wolf-spider","1","蛛网感知","Web Sense","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:giant-wolf-spider","巨型狼蛛","giant-wolf-spider","2","蛛网行者","Web Walker","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:gibbering-mouther","喋喋不休怪","gibbering-mouther","0","异变地面","Aberrant Ground","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:gibbering-mouther","喋喋不休怪","gibbering-mouther","1","胡言乱语","Gibbering","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:glabrezu","格拉兹特魔","glabrezu","0","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:glabrezu","格拉兹特魔","glabrezu","1","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:gladiator","角斗士","gladiator","0","勇敢","Brave","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:gladiator","角斗士","gladiator","1","蛮力","Brute","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:gnoll","豺狼人","gnoll","0","横冲直撞","Rampage","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:goat","山羊","goat","0","冲锋","Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:goat","山羊","goat","1","稳步","Sure-Footed","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:goblin","地精","goblin","0","灵活逃脱","Nimble Escape","headless","nimble-escape","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/combatSimulation.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts","src/lib/dmWorkshopMonsterHandoff.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterStatBlockPaste.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts"
"srd-5.1:gold-dragon-wyrmling","金龙雏龙","gold-dragon-wyrmling","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:gorgon","铁甲牛","gorgon","0","践踏冲锋","Trampling Charge","headless","charge-damage","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:gray-ooze","灰泥怪","gray-ooze","0","无定形","Amorphous","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:gray-ooze","灰泥怪","gray-ooze","1","腐蚀金属","Corrode Metal","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:gray-ooze","灰泥怪","gray-ooze","2","虚假外表","False Appearance","dm-adjudication","","false","excluded-narrative-transform","","",""
"srd-5.1:green-dragon-wyrmling","绿龙雏龙","green-dragon-wyrmling","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:green-hag","绿鬼婆","green-hag","0","两栖","Amphibious","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:green-hag","绿鬼婆","green-hag","1","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:green-hag","绿鬼婆","green-hag","2","拟声","Mimicry","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:grick","格里克异怪","grick","0","岩石伪装","Stone Camouflage","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:griffon","狮鹫","griffon","0","敏锐视觉","Keen Sight","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:grimlock","格里姆洛克","grimlock","0","盲感官","Blind Senses","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:grimlock","格里姆洛克","grimlock","1","敏锐听觉与嗅觉","Keen Hearing and Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:grimlock","格里姆洛克","grimlock","2","岩石伪装","Stone Camouflage","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:guardian-naga","守护纳迦","guardian-naga","0","复苏","Rejuvenation","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:guardian-naga","守护纳迦","guardian-naga","1","施法","Spellcasting","dm-adjudication","","true","delegated-to-monster-spells","","",""
"srd-5.1:gynosphinx","雌性斯芬克斯","gynosphinx","0","无法窥测","Inscrutable","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:gynosphinx","雌性斯芬克斯","gynosphinx","1","魔法武器","Magic Weapons","headless","magic-weapons","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/mapBridge.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/mapBridge.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts"
"srd-5.1:gynosphinx","雌性斯芬克斯","gynosphinx","2","施法","Spellcasting","dm-adjudication","","true","delegated-to-monster-spells","","",""
"srd-5.1:hawk","隼","hawk","0","敏锐视觉","Keen Sight","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:hell-hound","地狱犬","hell-hound","0","敏锐听觉与嗅觉","Keen Hearing and Smell","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:hell-hound","地狱犬","hell-hound","1","集群战术","Pack Tactics","headless","pack-tactics","true","verified-full","","src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts"
"srd-5.1:hezrou","赫兹鲁魔","hezrou","0","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:hezrou","赫兹鲁魔","hezrou","1","恶臭","Stench","headless","turn-start-saving-throw-aura","true","verified-full","","src/components/rules/Dnd5eCustomPluginBuilder.tsx | src/rulesets/dnd5e/activities/dnd5eActivityValidation.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/declarativeSubclassAbility.ts | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts","src/rulesets/dnd5e/monsterTurnStartAuraHeadless.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/turnStartSavingThrowAura.test.ts"
"srd-5.1:hippogriff","骏鹰","hippogriff","0","敏锐视觉","Keen Sight","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:hobgoblin","大地精","hobgoblin","0","武技优势","Martial Advantage","headless","martial-advantage","true","verified-full","","src/pages/MapsWorkspacePage.tsx | src/rulesets/dnd5e/headlessCombatEngine.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterTurnPlanner.ts","src/rulesets/dnd5e/monsterCatalogAttackTraitDeclarations.test.ts | src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts"
"srd-5.1:homunculus","魔宠人偶","homunculus","0","心灵联结","Telepathic Bond","dm-adjudication","","false","exploration-manual-gap","","",""
"srd-5.1:horned-devil","角魔","horned-devil","0","魔鬼视界","Devil's Sight","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:horned-devil","角魔","horned-devil","1","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:hunter-shark","猎鲨","hunter-shark","0","嗜血狂暴","Blood Frenzy","headless","blood-frenzy","true","verified-full","","src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/monsterTriggeredAttackTraits.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:hunter-shark","猎鲨","hunter-shark","1","水下呼吸","Water Breathing","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:hydra","多头蛇","hydra","0","屏息","Hold Breath","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:hydra","多头蛇","hydra","1","多头","Multiple Heads","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:hydra","多头蛇","hydra","2","多头反应","Reactive Heads","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:hydra","多头蛇","hydra","3","警醒","Wakeful","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:hyena","鬣狗","hyena","0","集群战术","Pack Tactics","headless","pack-tactics","true","verified-full","","src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts","src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterSchema.test.ts"
"srd-5.1:ice-devil","冰魔","ice-devil","0","魔鬼视界","Devil's Sight","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:ice-devil","冰魔","ice-devil","1","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:ice-mephit","冰魔蝠","ice-mephit","0","死亡爆裂","Death Burst","headless","death-area-saving-throw","true","verified-full","","src/pages/maps/settleDnd5eCombatResult.ts | src/rulesets/dnd5e/combatSimulation.ts | src/rulesets/dnd5e/headlessCombatEngine.ts","src/rulesets/dnd5e/monsterDeathAreaAndUnnervingMaskCatalog.test.ts"
"srd-5.1:ice-mephit","冰魔蝠","ice-mephit","1","虚假外表","False Appearance","dm-adjudication","","false","excluded-narrative-transform","","",""
"srd-5.1:ice-mephit","冰魔蝠","ice-mephit","2","天生施法","Innate Spellcasting","dm-adjudication","","false","delegated-to-monster-spells","","",""
"srd-5.1:imp","小魔鬼","imp","0","变形生物","Shapechanger","dm-adjudication","","true","excluded-narrative-transform","","",""
"srd-5.1:imp","小魔鬼","imp","1","魔鬼视界","Devil's Sight","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:imp","小魔鬼","imp","2","魔法抗性","Magic Resistance","headless","magic-resistance","true","verified-full","","src/components/map/Dnd5eMonsterWorkshopDialog.tsx | src/components/map/monsterWorkshopReview.ts | src/rulesets/dnd5e/customMonsterWorkshop.ts | src/rulesets/dnd5e/monsterGenericAbilities.ts | src/rulesets/dnd5e/monsterStatBlockPaste.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.ts | src/rulesets/dnd5e/passiveDefenses.ts","src/rulesets/dnd5e/monsterPersistentAreas.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/components/map/Dnd5eMonsterAbilityTemplateLibrary.test.tsx | src/lib/combatResolutionTrace.test.ts | src/rulesets/dnd5e/customMonsterWorkshop.test.ts | src/rulesets/dnd5e/fleshGolemHeadless.test.ts | src/rulesets/dnd5e/monsterWorkshopAbilityTemplates.test.ts | src/rulesets/dnd5e/passiveDefenses.test.ts"
"srd-5.1:invisible-stalker","隐形追猎者","invisible-stalker","0","隐形","Invisibility","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:invisible-stalker","隐形追猎者","invisible-stalker","1","无误追踪","Faultless Tracker","dm-adjudication","","false","non-combat-or-narrative","","",""
"srd-5.1:iron-golem","铁魔像","iron-golem","0","火焰吸收","Fire Absorption","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
"srd-5.1:iron-golem","铁魔像","iron-golem","1","不变形态","Immutable Form","dm-adjudication","","true","combat-manual-gap","原文包含战斗效果但仍依赖 DM 裁定","",""
