monsterId,monster,slug,section,actionId,action,kind,complexity,declaredAutomation,structuralAutomation,status,issues,directTests
"srd-5.1:iron-golem","铁魔像","iron-golem","actions","sword","剑","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:iron-golem","铁魔像","iron-golem","actions","poison-breath","毒气吐息","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:iron-golem","铁魔像","iron-golem","actions","multiattack-slams","多重攻击：猛击 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:iron-golem","铁魔像","iron-golem","actions","multiattack-sword-and-slam","多重攻击：剑 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:jackal","胡狼","jackal","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:killer-whale","虎鲸","killer-whale","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:knight","骑士","knight","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterComplexActionContracts.test.ts"
"srd-5.1:knight","骑士","knight","actions","greatsword","巨剑","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:knight","骑士","knight","actions","heavy-crossbow","重弩","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:knight","骑士","knight","actions","leadership","领导力","other","complex","dm-adjudication","dm-adjudication","manual","原文包含状态/擒抱附效，但无结构化附效",""
"srd-5.1:knight","骑士","knight","reactions","parry","招架","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterParryHeadless.test.ts"
"srd-5.1:kobold","狗头人","kobold","actions","dagger","匕首","weapon-attack","simple-attack","headless","headless","verified-full","",""
"srd-5.1:kobold","狗头人","kobold","actions","sling","投石索","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","actions","multiattack","多重攻击","multiattack","complex","dm-adjudication","dm-adjudication","manual","","src/lib/enemyAi.test.ts | src/pages/maps/monsterOccurrenceTargets.test.ts | src/rulesets/dnd5e/combatSimulationMultiattackTargets.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCatalogOnHitBatch.test.ts | src/rulesets/dnd5e/monsterComplexRelationMultiattacks.test.ts | src/rulesets/dnd5e/monsterConditionalCompositeChildren.test.ts | src/rulesets/dnd5e/monsterKrakenFling.test.ts | src/rulesets/dnd5e/monsterMultiattackConstraints.test.ts | src/rulesets/dnd5e/monsterMultiattackTargets.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","actions","bite","啃咬","weapon-attack","complex","dm-adjudication","dm-adjudication","manual","命中加值与原文不一致 | 原文骰池 12d6 未进入结构 | 原文包含豁免，但动作无结构化豁免 | 原文包含状态/擒抱附效，但无结构化附效","src/pages/maps/monsterOccurrenceTargets.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCatalogOnHitBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterComplexRelationMultiattacks.test.ts | src/rulesets/dnd5e/monsterConditionalCompositeChildren.test.ts | src/rulesets/dnd5e/monsterHeadlessSafetyPolicy.test.ts | src/rulesets/dnd5e/monsterKrakenFling.test.ts | src/rulesets/dnd5e/monsterMultiattackConstraints.test.ts | src/rulesets/dnd5e/monsterMultiattackTargets.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","actions","tentacle","触手","weapon-attack","complex","dm-adjudication","dm-adjudication","manual","命中加值与原文不一致","src/pages/maps/monsterOccurrenceTargets.test.ts | src/rulesets/dnd5e/combatSimulationMultiattackTargets.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCatalogOnHitBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterComplexRelationMultiattacks.test.ts | src/rulesets/dnd5e/monsterConditionalCompositeChildren.test.ts | src/rulesets/dnd5e/monsterHeadlessSafetyPolicy.test.ts | src/rulesets/dnd5e/monsterKrakenFling.test.ts | src/rulesets/dnd5e/monsterMultiattackConstraints.test.ts | src/rulesets/dnd5e/monsterMultiattackTargets.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","actions","fling","甩掷","other","complex","dm-adjudication","dm-adjudication","manual","原文骰池 1d6 未进入结构 | 原文包含豁免，但动作无结构化豁免","src/lib/enemyAi.test.ts | src/pages/maps/monsterOccurrenceTargets.test.ts | src/rulesets/dnd5e/combatSimulationMultiattackTargets.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterComplexRelationMultiattacks.test.ts | src/rulesets/dnd5e/monsterConditionalCompositeChildren.test.ts | src/rulesets/dnd5e/monsterKrakenFling.test.ts | src/rulesets/dnd5e/monsterMultiattackConstraints.test.ts | src/rulesets/dnd5e/monsterMultiattackTargets.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","actions","lightning-storm","闪电风暴","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterAreaAction.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","actions","multiattack-two-tentacles-and-fling","多重攻击：触手 ×3","multiattack","complex","dm-adjudication","dm-adjudication","manual","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterComplexRelationMultiattacks.test.ts | src/rulesets/dnd5e/monsterConditionalCompositeChildren.test.ts | src/rulesets/dnd5e/monsterKrakenFling.test.ts | src/rulesets/dnd5e/monsterMultiattackTargets.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","actions","multiattack-tentacle-and-two-flings","多重攻击：触手 ×3","multiattack","complex","dm-adjudication","dm-adjudication","manual","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterComplexRelationMultiattacks.test.ts | src/rulesets/dnd5e/monsterConditionalCompositeChildren.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","actions","multiattack-flings","多重攻击：甩掷 ×3","multiattack","complex","dm-adjudication","dm-adjudication","manual","","src/lib/enemyAi.test.ts | src/pages/maps/monsterOccurrenceTargets.test.ts | src/rulesets/dnd5e/combatSimulationMultiattackTargets.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterComplexRelationMultiattacks.test.ts | src/rulesets/dnd5e/monsterConditionalCompositeChildren.test.ts | src/rulesets/dnd5e/monsterMultiattackConstraints.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","legendaryActions","legendary-tentacle-attack","触手攻击或甩掷","other","complex","dm-adjudication","dm-adjudication","manual","","src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","legendaryActions","legendary-fling","触手攻击或甩掷","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","legendaryActions","lightning-storm-costs-2-actions","闪电风暴（消耗 2 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:kraken","海妖克拉肯","kraken","legendaryActions","ink-cloud-costs-3-actions","墨汁云（消耗 3 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterPersistentAreas.test.ts"
"srd-5.1:lamia","拉弥亚","lamia","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCurseVariantMultiattack.test.ts"
"srd-5.1:lamia","拉弥亚","lamia","actions","claws","双爪","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCurseVariantMultiattack.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:lamia","拉弥亚","lamia","actions","dagger","匕首","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:lamia","拉弥亚","lamia","actions","intoxicating-touch","迷醉之触","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCurseVariantMultiattack.test.ts"
"srd-5.1:lamia","拉弥亚","lamia","actions","multiattack-claws-and-intoxicating-touch","多重攻击：双爪 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCurseVariantMultiattack.test.ts"
"srd-5.1:lemure","劣魔","lemure","actions","fist","拳击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:lich","巫妖","lich","actions","paralyzing-touch","麻痹之触","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogOnHitBatch.test.ts | src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:lich","巫妖","lich","legendaryActions","cantrip","戏法","other","complex","dm-adjudication","dm-adjudication","manual","",""
"srd-5.1:lich","巫妖","lich","legendaryActions","paralyzing-touch-costs-2-actions","麻痹之触（消耗 2 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterResourceActions.test.ts | src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:lich","巫妖","lich","legendaryActions","frightening-gaze-costs-2-actions","恐惧凝视（消耗 2 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterStructuredSpecialActionBatch.test.ts"
"srd-5.1:lich","巫妖","lich","legendaryActions","disrupt-life-costs-3-actions","扰乱生命（消耗 3 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:lion","狮子","lion","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:lion","狮子","lion","actions","claw","爪击","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:lion","狮子","lion","bonusActions","pounce-bite-bonus-action","猛扑：啃咬","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterAttackAction.test.ts | src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts"
"srd-5.1:lizard","蜥蜴","lizard","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","heavy-club","重棒","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","javelin","标枪","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","spiked-shield","尖刺盾","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","multiattack-bite-javelin","多重攻击：啃咬 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","multiattack-bite-spiked-shield","多重攻击：啃咬 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","multiattack-heavy-club-javelin","多重攻击：重棒 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","multiattack-heavy-club-spiked-shield","多重攻击：重棒 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:lizardfolk","蜥蜴人","lizardfolk","actions","multiattack-javelin-spiked-shield","多重攻击：标枪 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:mage","法师","mage","actions","dagger","匕首","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/combatSimulation.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsterTurnPlanner.test.ts"
"srd-5.1:magma-mephit","岩浆魔蝠","magma-mephit","actions","claws","双爪","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:magma-mephit","岩浆魔蝠","magma-mephit","actions","fire-breath","火焰吐息","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts"
"srd-5.1:magmin","岩浆怪","magmin","actions","touch","触碰","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterRemainingSettlementBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:mammoth","猛犸象","mammoth","actions","gore","顶撞","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts"
"srd-5.1:mammoth","猛犸象","mammoth","actions","stomp","践踏","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts | src/rulesets/dnd5e/monsterPrimarySettlementBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:mammoth","猛犸象","mammoth","bonusActions","trampling-stomp-bonus-action","践踏冲锋：践踏","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts"
"srd-5.1:manticore","蝎尾狮","manticore","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogFixedChildActions.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterMultiattackResources.test.ts"
"srd-5.1:manticore","蝎尾狮","manticore","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogFixedChildActions.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:manticore","蝎尾狮","manticore","actions","claw","爪击","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:manticore","蝎尾狮","manticore","actions","tail-spike","尾刺","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogFixedChildActions.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterMultiattackResources.test.ts"
"srd-5.1:manticore","蝎尾狮","manticore","actions","multiattack-tail-spikes","多重攻击：尾刺 ×3","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogFixedChildActions.test.ts | src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterMultiattackResources.test.ts"
"srd-5.1:marilith","六臂蛇魔","marilith","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:marilith","六臂蛇魔","marilith","actions","longsword","长剑","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterParryHeadless.test.ts"
"srd-5.1:marilith","六臂蛇魔","marilith","actions","tail","尾击","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterGenericAbilities.test.ts | src/rulesets/dnd5e/monsterSourceLinkedAutoHit.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:marilith","六臂蛇魔","marilith","actions","teleport","传送","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterTeleportInvisibility.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:marilith","六臂蛇魔","marilith","reactions","parry","招架","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterParryHeadless.test.ts"
"srd-5.1:mastiff","獒犬","mastiff","actions","bite","啃咬","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:medusa","美杜莎","medusa","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:medusa","美杜莎","medusa","actions","snake-hair","蛇发","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:medusa","美杜莎","medusa","actions","shortsword","短剑","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:medusa","美杜莎","medusa","actions","longbow","长弓","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:medusa","美杜莎","medusa","actions","multiattack-longbow","多重攻击：长弓 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts"
"srd-5.1:merfolk","人鱼","merfolk","actions","spear","长矛","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsters.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:merrow","魔化人鱼","merrow","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterForcedMovementMultiattack.test.ts"
"srd-5.1:merrow","魔化人鱼","merrow","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterForcedMovementMultiattack.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:merrow","魔化人鱼","merrow","actions","claws","双爪","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:merrow","魔化人鱼","merrow","actions","harpoon","鱼叉","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterForcedMovementMultiattack.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:merrow","魔化人鱼","merrow","actions","multiattack-bite-and-harpoon","多重攻击：啃咬 ×2","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterForcedMovementMultiattack.test.ts"
"srd-5.1:mimic","拟态怪","mimic","actions","pseudopod","伪足","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterRemainingSettlementBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:mimic","拟态怪","mimic","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterRemainingSettlementBatch.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:mimic","拟态怪","mimic","actions","pseudopod-adhesive-object-form","伪足 (Adhesive Object Form)","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterRemainingSettlementBatch.test.ts"
"srd-5.1:minotaur","牛头人","minotaur","actions","greataxe","巨斧","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:minotaur","牛头人","minotaur","actions","gore","顶撞","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts"
"srd-5.1:minotaur-skeleton","牛头人骷髅","minotaur-skeleton","actions","greataxe","巨斧","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:minotaur-skeleton","牛头人骷髅","minotaur-skeleton","actions","gore","顶撞","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogAttackTraitRuntime.test.ts"
"srd-5.1:mule","骡子","mule","actions","hooves","蹄击","weapon-attack","simple-attack","headless","headless","verified-full","","src/store/characterTokenPresentation.test.ts"
"srd-5.1:mummy","木乃伊","mummy","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCompositeSpecialActions.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts"
"srd-5.1:mummy","木乃伊","mummy","actions","rotting-fist","腐烂拳击","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:mummy","木乃伊","mummy","actions","dreadful-glare","恐怖凝视","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterCompositeSpecialActions.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts"
"srd-5.1:mummy","木乃伊","mummy","actions","multiattack-rotting-fist-only","多重攻击: 腐烂拳击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCompositeSpecialActions.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","actions","rotting-fist","腐烂拳击","weapon-attack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts | src/store/characterTokenPresentation.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","actions","dreadful-glare","恐怖凝视","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterCompositeSpecialActions.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","actions","multiattack-rotting-fist-only","多重攻击: 腐烂拳击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","legendaryActions","attack-rotting-fist","攻击","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts | src/rulesets/dnd5e/monsterMummyRotMultiattack.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","legendaryActions","attack-dreadful-glare","攻击","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","legendaryActions","blinding-dust","致盲尘土","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","legendaryActions","blasphemous-word-costs-2-actions","渎神真言（消耗 2 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","legendaryActions","channel-negative-energy-costs-2-actions","引导负能量（消耗 2 动作）","other","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCombatActionCoverageBatch.test.ts"
"srd-5.1:mummy-lord","木乃伊领主","mummy-lord","legendaryActions","whirlwind-of-sand-costs-2-actions","沙旋风（消耗 2 动作）","other","complex","dm-adjudication","dm-adjudication","manual","原文包含状态/擒抱附效，但无结构化附效",""
"srd-5.1:nalfeshnee","纳尔弗魔","nalfeshnee","actions","multiattack","多重攻击","multiattack","complex","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCompositeSpecialActions.test.ts"
"srd-5.1:nalfeshnee","纳尔弗魔","nalfeshnee","actions","bite","啃咬","weapon-attack","simple-attack","headless","headless","verified-full","","src/rulesets/dnd5e/monsterCatalogMultiattackBatch.test.ts | src/rulesets/dnd5e/monsterCompositeSpecialActions.test.ts | src/store/characterTokenPresentation.test.ts"
